"query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents"
"query_1",TRUE,0.00554455091209129,604,252,18,0.0714285714285714,0.0298013245033113,"GO:0051336","GO:BP","regulation of hydrolase activity",21031,14111,"GO:0050790"
"query_1",TRUE,0.00557464751821104,319,245,12,0.0489795918367347,0.0376175548589342,"GO:0044403","GO:BP","biological process involved in symbiotic interaction",21031,11370,"GO:0044419"
"query_1",TRUE,0.0056521111706671,1663,252,36,0.142857142857143,0.0216476247745039,"GO:1901700","GO:BP","response to oxygen-containing compound",21031,22187,"GO:0042221"
"query_1",TRUE,0.00570582939238532,1116,251,27,0.107569721115538,0.0241935483870968,"GO:0051130","GO:BP","positive regulation of cellular component organization",21031,13955,"GO:0016043, GO:0048522, GO:0051128"
"query_1",TRUE,0.00573875695664944,1253,236,28,0.11864406779661,0.0223463687150838,"GO:0045944","GO:BP","positive regulation of transcription by RNA polymerase II",21031,12135,"GO:0006357, GO:0006366, GO:0045893"
"query_1",TRUE,0.00584107655784956,779,249,21,0.0843373493975904,0.0269576379974326,"GO:0001816","GO:BP","cytokine production",21031,478,"GO:0010467, GO:0032501"
"query_1",TRUE,0.0059126736714187,315,181,10,0.0552486187845304,0.0317460317460317,"GO:0034504","GO:BP","protein localization to nucleus",21031,8968,"GO:0033365"
"query_1",TRUE,0.0059126736714187,35,213,4,0.0187793427230047,0.114285714285714,"GO:0045943","GO:BP","positive regulation of transcription by RNA polymerase I",21031,12134,"GO:0006356, GO:0006360, GO:0045893"
"query_1",TRUE,0.00591951479538425,9,1,1,1,0.111111111111111,"GO:0009235","GO:BP","cobalamin metabolic process",21031,3438,"GO:0006767, GO:0033013"
"query_1",TRUE,0.00591951479538425,64,208,5,0.0240384615384615,0.078125,"GO:0046626","GO:BP","regulation of insulin receptor signaling pathway",21031,12669,"GO:0008286, GO:0009966"
"query_1",TRUE,0.00591951479538425,36,208,4,0.0192307692307692,0.111111111111111,"GO:0046627","GO:BP","negative regulation of insulin receptor signaling pathway",21031,12670,"GO:0008286, GO:0009968, GO:0046626, GO:1900077"
"query_1",TRUE,0.00591951479538425,113,6,2,0.333333333333333,0.0176991150442478,"GO:0090277","GO:BP","positive regulation of peptide hormone secretion",21031,18696,"GO:0002793, GO:0030072, GO:0046887, GO:0090276"
"query_1",TRUE,0.00591951479538425,1346,37,9,0.243243243243243,0.00668647845468053,"GO:0006468","GO:BP","protein phosphorylation",21031,2231,"GO:0016310, GO:0036211"
"query_1",TRUE,0.00591951479538425,490,28,5,0.178571428571429,0.0102040816326531,"GO:1903829","GO:BP","positive regulation of protein localization",21031,23913,"GO:0008104, GO:0032880, GO:0048522"
"query_1",TRUE,0.00599278313752155,74,42,3,0.0714285714285714,0.0405405405405405,"GO:0010569","GO:BP","regulation of double-strand break repair via homologous recombination",21031,4271,"GO:0000018, GO:0000724, GO:2000779"
"query_1",TRUE,0.00601739402220029,115,6,2,0.333333333333333,0.0173913043478261,"GO:0002793","GO:BP","positive regulation of peptide secretion",21031,1311,"GO:0002790, GO:0002791, GO:0051047"
"query_1",TRUE,0.00603479511385751,92,81,4,0.0493827160493827,0.0434782608695652,"GO:1901222","GO:BP","regulation of non-canonical NF-kappaB signal transduction",21031,21822,"GO:0038061, GO:1902531"
"query_1",TRUE,0.00608288033714015,200,236,9,0.038135593220339,0.045,"GO:0032869","GO:BP","cellular response to insulin stimulus",21031,8145,"GO:0032868, GO:0071375"
"query_1",TRUE,0.00611134301596699,362,131,9,0.0687022900763359,0.0248618784530387,"GO:0030522","GO:BP","intracellular receptor signaling pathway",21031,7073,"GO:0007165"
"query_1",TRUE,0.00616225487294881,159,237,8,0.0337552742616034,0.050314465408805,"GO:0030183","GO:BP","B cell differentiation",21031,6937,"GO:0030098, GO:0042113"
"query_1",TRUE,0.0062458258784292,437,237,14,0.0590717299578059,0.0320366132723112,"GO:0030099","GO:BP","myeloid cell differentiation",21031,6914,"GO:0030097, GO:0030154"
"query_1",TRUE,0.0062458258784292,27,25,2,0.08,0.0740740740740741,"GO:0043369","GO:BP","CD4-positive or CD8-positive, alpha-beta T cell lineage commitment",21031,11001,"GO:0002360, GO:0043368"
"query_1",TRUE,0.0062458258784292,327,244,12,0.0491803278688525,0.036697247706422,"GO:0002768","GO:BP","immune response-regulating cell surface receptor signaling pathway",21031,1286,"GO:0002764, GO:0007166"
"query_1",TRUE,0.0062458258784292,966,9,4,0.444444444444444,0.0041407867494824,"GO:0042325","GO:BP","regulation of phosphorylation",21031,10439,"GO:0016310, GO:0019220"
"query_1",TRUE,0.0063074746223526,37,208,4,0.0192307692307692,0.108108108108108,"GO:1900077","GO:BP","negative regulation of cellular response to insulin stimulus",21031,20867,"GO:0032869, GO:0048523, GO:0048585, GO:1900076"
"query_1",TRUE,0.0063074746223526,80,95,4,0.0421052631578947,0.05,"GO:0032508","GO:BP","DNA duplex unwinding",21031,7889,"GO:0032392"
"query_1",TRUE,0.00637316117823129,213,224,9,0.0401785714285714,0.0422535211267606,"GO:0045619","GO:BP","regulation of lymphocyte differentiation",21031,11866,"GO:0030098, GO:0051249, GO:1902105"
"query_1",TRUE,0.00637316117823129,248,234,10,0.0427350427350427,0.0403225806451613,"GO:0033044","GO:BP","regulation of chromosome organization",21031,8279,"GO:0033043, GO:0051276"
"query_1",TRUE,0.00647030423396963,332,208,11,0.0528846153846154,0.0331325301204819,"GO:0031331","GO:BP","positive regulation of cellular catabolic process",21031,7380,"GO:0009896, GO:0031325, GO:0031329, GO:0044248"
"query_1",TRUE,0.00653362023669513,323,249,12,0.0481927710843374,0.0371517027863777,"GO:0051251","GO:BP","positive regulation of lymphocyte activation",21031,14046,"GO:0002696, GO:0046649, GO:0051249"
"query_1",TRUE,0.00665116055067595,59,235,5,0.0212765957446809,0.0847457627118644,"GO:0032608","GO:BP","interferon-beta production",21031,7932,"GO:0032606"
"query_1",TRUE,0.00665116055067595,59,235,5,0.0212765957446809,0.0847457627118644,"GO:0032648","GO:BP","regulation of interferon-beta production",21031,7971,"GO:0032479, GO:0032608"
"query_1",TRUE,0.00673473204438014,158,186,7,0.0376344086021505,0.0443037974683544,"GO:0050657","GO:BP","nucleic acid transport",21031,13626,"GO:0015931"
"query_1",TRUE,0.00673473204438014,57,58,3,0.0517241379310345,0.0526315789473684,"GO:0006473","GO:BP","protein acetylation",21031,2234,"GO:0043543"
"query_1",TRUE,0.00673473204438014,121,243,7,0.0288065843621399,0.0578512396694215,"GO:0070828","GO:BP","heterochromatin organization",21031,16822,"GO:0006338"
"query_1",TRUE,0.00673473204438014,158,186,7,0.0376344086021505,0.0443037974683544,"GO:0050658","GO:BP","RNA transport",21031,13627,"GO:0050657, GO:0051236"
"query_1",TRUE,0.00704653303923381,374,249,13,0.0522088353413655,0.0347593582887701,"GO:0050863","GO:BP","regulation of T cell activation",21031,13746,"GO:0042110, GO:0051249"
"query_1",TRUE,0.00711430623213875,14,252,3,0.0119047619047619,0.214285714285714,"GO:0017014","GO:BP","protein nitrosylation",21031,5338,"GO:0036211"
"query_1",TRUE,0.00711430623213875,14,252,3,0.0119047619047619,0.214285714285714,"GO:0018119","GO:BP","peptidyl-cysteine S-nitrosylation",21031,5421,"GO:0017014, GO:0018198"
"query_1",TRUE,0.00711430623213875,105,204,6,0.0294117647058824,0.0571428571428571,"GO:0061014","GO:BP","positive regulation of mRNA catabolic process",21031,15616,"GO:0006402, GO:0031331, GO:0061013, GO:1903313"
"query_1",TRUE,0.00713499443480747,36,224,4,0.0178571428571429,0.111111111111111,"GO:0060218","GO:BP","hematopoietic stem cell differentiation",21031,14908,"GO:0002244, GO:0048863"
"query_1",TRUE,0.00736615600843189,34,240,4,0.0166666666666667,0.117647058823529,"GO:0035456","GO:BP","response to interferon-beta",21031,9351,"GO:0034097"
"query_1",TRUE,0.00736615600843189,161,186,7,0.0376344086021505,0.0434782608695652,"GO:0051236","GO:BP","establishment of RNA localization",21031,14034,"GO:0006403, GO:0051234"
"query_1",TRUE,0.00740922632141245,236,208,9,0.0432692307692308,0.038135593220339,"GO:2001234","GO:BP","negative regulation of apoptotic signaling pathway",21031,27109,"GO:0009968, GO:0043066, GO:0097190, GO:2001233"
"query_1",TRUE,0.00747878097838537,477,249,15,0.0602409638554217,0.0314465408805031,"GO:0022407","GO:BP","regulation of cell-cell adhesion",21031,6835,"GO:0030155, GO:0098609"
"query_1",TRUE,0.00747904828457479,1040,234,24,0.102564102564103,0.0230769230769231,"GO:0006259","GO:BP","DNA metabolic process",21031,2097,"GO:0090304"
"query_1",TRUE,0.00774729646978477,86,95,4,0.0421052631578947,0.0465116279069767,"GO:0032392","GO:BP","DNA geometric change",21031,7815,"GO:0071103"
"query_1",TRUE,0.00785098041537525,135,225,7,0.0311111111111111,0.0518518518518519,"GO:0034728","GO:BP","nucleosome organization",21031,9025,"GO:0006338"
"query_1",TRUE,0.00785768638101823,12881,15,15,1,0.00116450586134617,"GO:0044237","GO:BP","cellular metabolic process",21031,11299,"GO:0008152, GO:0009987"
"query_1",TRUE,0.00785768638101823,8,102,2,0.0196078431372549,0.25,"GO:0070427","GO:BP","nucleotide-binding oligomerization domain containing 1 signaling pathway",21031,16608,"GO:0035872"
"query_1",TRUE,0.00798695389764744,103,8,2,0.25,0.0194174757281553,"GO:0019080","GO:BP","viral gene expression",21031,5753,"GO:0016032"
"query_1",TRUE,0.00807907817590723,4,224,2,0.00892857142857143,0.5,"GO:0002568","GO:BP","somatic diversification of T cell receptor genes",21031,1096,"GO:0002200, GO:0030217"
"query_1",TRUE,0.00807907817590723,1778,199,31,0.155778894472362,0.0174353205849269,"GO:0023056","GO:BP","positive regulation of signaling",21031,6878,"GO:0023051, GO:0023052, GO:0048518"
"query_1",TRUE,0.00807907817590723,4,224,2,0.00892857142857143,0.5,"GO:0033153","GO:BP","T cell receptor V(D)J recombination",21031,8345,"GO:0002681, GO:0033151"
"query_1",TRUE,0.00807907817590723,4,224,2,0.00892857142857143,0.5,"GO:0002681","GO:BP","somatic recombination of T cell receptor gene segments",21031,1206,"GO:0002562, GO:0002568"
"query_1",TRUE,0.00814185321278938,86,42,3,0.0714285714285714,0.0348837209302326,"GO:2000781","GO:BP","positive regulation of double-strand break repair",21031,26722,"GO:0006302, GO:0045739, GO:2000779"
"query_1",TRUE,0.0081421029203231,128,240,7,0.0291666666666667,0.0546875,"GO:0019079","GO:BP","viral genome replication",21031,5752,"GO:0016032, GO:0019058"
"query_1",TRUE,0.00822901996767185,36,236,4,0.0169491525423729,0.111111111111111,"GO:0046326","GO:BP","positive regulation of glucose import",21031,12458,"GO:0010828, GO:0046323, GO:0046324"
"query_1",TRUE,0.00836532130780223,33,25,2,0.08,0.0606060606060606,"GO:0002360","GO:BP","T cell lineage commitment",21031,899,"GO:0030217, GO:0045165"
"query_1",TRUE,0.00839594030769771,146,6,2,0.333333333333333,0.0136986301369863,"GO:0046887","GO:BP","positive regulation of hormone secretion",21031,12832,"GO:0010647, GO:0023056, GO:0046879, GO:0046883, GO:1903532"
"query_1",TRUE,0.00847879702640526,181,223,8,0.0358744394618834,0.0441988950276243,"GO:0045580","GO:BP","regulation of T cell differentiation",21031,11827,"GO:0030217, GO:0045619, GO:0050863"
"query_1",TRUE,0.00847879702640526,4366,252,74,0.293650793650794,0.0169491525423729,"GO:0030154","GO:BP","cell differentiation",21031,6924,"GO:0048869"
"query_1",TRUE,0.00847879702640526,147,6,2,0.333333333333333,0.0136054421768707,"GO:0050714","GO:BP","positive regulation of protein secretion",21031,13654,"GO:0009306, GO:0050708, GO:0051222, GO:1903532"
"query_1",TRUE,0.00848573568260457,4367,252,74,0.293650793650794,0.0169452713533318,"GO:0048869","GO:BP","cellular developmental process",21031,13537,"GO:0009987, GO:0032502"
"query_1",TRUE,0.00848573568260457,70,213,5,0.0234741784037559,0.0714285714285714,"GO:0006360","GO:BP","transcription by RNA polymerase I",21031,2159,"GO:0006351"
"query_1",TRUE,0.00849292094840211,17,224,3,0.0133928571428571,0.176470588235294,"GO:1902036","GO:BP","regulation of hematopoietic stem cell differentiation",21031,22499,"GO:0060218, GO:1901532, GO:2000736"
"query_1",TRUE,0.0087170978890212,451,9,3,0.333333333333333,0.00665188470066519,"GO:0045859","GO:BP","regulation of protein kinase activity",21031,12069,"GO:0001932, GO:0043549"
"query_1",TRUE,0.00874456643736455,1,16,1,0.0625,1,"GO:0061886","GO:BP","negative regulation of mini excitatory postsynaptic potential",21031,16203,"GO:0061884, GO:0090394, GO:0098816"
"query_1",TRUE,0.00874456643736455,109,208,6,0.0288461538461538,0.055045871559633,"GO:2001243","GO:BP","negative regulation of intrinsic apoptotic signaling pathway",21031,27118,"GO:0097193, GO:1902532, GO:2001234, GO:2001242"
"query_1",TRUE,0.00874456643736455,247,249,10,0.0401606425702811,0.0404858299595142,"GO:0050870","GO:BP","positive regulation of T cell activation",21031,13753,"GO:0042110, GO:0050863, GO:0051251, GO:1903039"
"query_1",TRUE,0.00874456643736455,244,252,10,0.0396825396825397,0.040983606557377,"GO:0052547","GO:BP","regulation of peptidase activity",21031,14597,"GO:0030162, GO:0051336"
"query_1",TRUE,0.00874456643736455,1,16,1,0.0625,1,"GO:1903353","GO:BP","regulation of nucleus organization",21031,23525,"GO:0006997, GO:0033043"
"query_1",TRUE,0.00888161033843199,309,102,7,0.0686274509803922,0.0226537216828479,"GO:0007249","GO:BP","canonical NF-kappaB signal transduction",21031,2816,"GO:0141124"
"query_1",TRUE,0.00911061777270871,25,155,3,0.0193548387096774,0.12,"GO:0098884","GO:BP","postsynaptic neurotransmitter receptor internalization",21031,19479,"GO:0099072, GO:0099590, GO:0140239"
"query_1",TRUE,0.00911061777270871,298,208,10,0.0480769230769231,0.0335570469798658,"GO:0016311","GO:BP","dephosphorylation",21031,5262,"GO:0006796"
"query_1",TRUE,0.00911061777270871,25,155,3,0.0193548387096774,0.12,"GO:0140239","GO:BP","postsynaptic endocytosis",21031,20275,"GO:0006897, GO:0051649, GO:0099003"
"query_1",TRUE,0.00938098428419511,1579,236,32,0.135593220338983,0.0202659911336289,"GO:0016310","GO:BP","phosphorylation",21031,5261,"GO:0006796"
"query_1",TRUE,0.00945157556886526,1133,9,4,0.444444444444444,0.00353045013239188,"GO:0051174","GO:BP","regulation of phosphorus metabolic process",21031,13998,"GO:0006793, GO:0031323"
"query_1",TRUE,0.00945157556886526,167,248,8,0.032258064516129,0.0479041916167665,"GO:0051346","GO:BP","negative regulation of hydrolase activity",21031,14121,"GO:0043086, GO:0051336"
"query_1",TRUE,0.00945157556886526,40,224,4,0.0178571428571429,0.1,"GO:1901532","GO:BP","regulation of hematopoietic progenitor cell differentiation",21031,22070,"GO:0002244, GO:0045595"
"query_1",TRUE,0.00945157556886526,5899,252,94,0.373015873015873,0.0159349042210544,"GO:0048856","GO:BP","anatomical structure development",21031,13525,"GO:0032502"
"query_1",TRUE,0.00945157556886526,173,184,7,0.0380434782608696,0.0404624277456647,"GO:0007254","GO:BP","JNK cascade",21031,2820,"GO:0000165"
"query_1",TRUE,0.00945157556886526,1132,9,4,0.444444444444444,0.00353356890459364,"GO:0019220","GO:BP","regulation of phosphate metabolic process",21031,5787,"GO:0006796, GO:0051174"
"query_1",TRUE,0.00969886185462115,94,95,4,0.0421052631578947,0.0425531914893617,"GO:0071103","GO:BP","DNA conformation change",21031,16951,"GO:0051276"
"query_1",TRUE,0.0097448051114166,1463,234,30,0.128205128205128,0.0205058099794942,"GO:0051253","GO:BP","negative regulation of RNA metabolic process",21031,14048,"GO:0010605, GO:0016070, GO:0045934, GO:0051252"
"query_1",TRUE,0.00980935916110644,6,164,2,0.0121951219512195,0.333333333333333,"GO:0010606","GO:BP","positive regulation of cytoplasmic mRNA processing body assembly",21031,4303,"GO:0010603, GO:0033962, GO:1902117"
"query_1",TRUE,0.0100049458259965,28,144,3,0.0208333333333333,0.107142857142857,"GO:0033119","GO:BP","negative regulation of RNA splicing",21031,8323,"GO:0008380, GO:0010629, GO:0043484, GO:0051253"
"query_1",TRUE,0.0100176524008099,483,9,3,0.333333333333333,0.0062111801242236,"GO:0043549","GO:BP","regulation of kinase activity",21031,11120,"GO:0042325, GO:0051338"
"query_1",TRUE,0.0100664041838085,243,17,3,0.176470588235294,0.0123456790123457,"GO:0016485","GO:BP","protein processing",21031,5296,"GO:0006508, GO:0051604"
"query_1",TRUE,0.0101974227881602,1128,236,25,0.105932203389831,0.0221631205673759,"GO:0009628","GO:BP","response to abiotic stimulus",21031,3586,"GO:0050896"
"query_1",TRUE,0.0106333006334982,172,6,2,0.333333333333333,0.0116279069767442,"GO:0050796","GO:BP","regulation of insulin secretion",21031,13693,"GO:0030073, GO:0050708, GO:0090276"
"query_1",TRUE,0.0108466256771138,1,21,1,0.0476190476190476,1,"GO:2000493","GO:BP","negative regulation of interleukin-18-mediated signaling pathway",21031,26486,"GO:0001960, GO:0035655, GO:2000492"
"query_1",TRUE,0.0109910535121551,31,32,2,0.0625,0.0645161290322581,"GO:1901021","GO:BP","positive regulation of calcium ion transmembrane transporter activity",21031,21649,"GO:0032414, GO:1901019, GO:1904427"
"query_1",TRUE,0.0112326461731995,512,245,15,0.0612244897959184,0.029296875,"GO:0080135","GO:BP","regulation of cellular response to stress",21031,18339,"GO:0033554, GO:0050794, GO:0080134"
"query_1",TRUE,0.0112618420939907,1561,252,33,0.130952380952381,0.0211402946828956,"GO:0009967","GO:BP","positive regulation of signal transduction",21031,3843,"GO:0007165, GO:0009966, GO:0010647, GO:0023056, GO:0048584"
"query_1",TRUE,0.0113719915613436,52,182,4,0.021978021978022,0.0769230769230769,"GO:2000351","GO:BP","regulation of endothelial cell apoptotic process",21031,26353,"GO:0072577, GO:1904035"
"query_1",TRUE,0.0113719915613436,7,152,2,0.0131578947368421,0.285714285714286,"GO:0000055","GO:BP","ribosomal large subunit export from nucleus",21031,23,"GO:0000054"
"query_1",TRUE,0.0113719915613436,12,86,2,0.0232558139534884,0.166666666666667,"GO:0097709","GO:BP","connective tissue replacement",21031,19280,"GO:0048771"
"query_1",TRUE,0.011648717278211,49,195,4,0.0205128205128205,0.0816326530612245,"GO:0043154","GO:BP","negative regulation of cysteine-type endopeptidase activity involved in apoptotic process",21031,10910,"GO:0043066, GO:0043281, GO:2000117"
"query_1",TRUE,0.011648717278211,18,243,3,0.0123456790123457,0.166666666666667,"GO:0009048","GO:BP","dosage compensation by inactivation of X chromosome",21031,3265,"GO:0007549, GO:0031507"
"query_1",TRUE,0.0116934770785193,247,217,9,0.0414746543778802,0.0364372469635627,"GO:0031348","GO:BP","negative regulation of defense response",21031,7396,"GO:0006952, GO:0031347, GO:0048585"
"query_1",TRUE,0.0117137146868841,354,249,12,0.0481927710843374,0.0338983050847458,"GO:0002696","GO:BP","positive regulation of leukocyte activation",21031,1221,"GO:0002684, GO:0002694, GO:0045321, GO:0050867"
"query_1",TRUE,0.0119812542859454,555,252,16,0.0634920634920635,0.0288288288288288,"GO:0030162","GO:BP","regulation of proteolysis",21031,6927,"GO:0006508, GO:0051246"
"query_1",TRUE,0.0120592103176668,1179,242,26,0.107438016528926,0.0220525869380831,"GO:1901701","GO:BP","cellular response to oxygen-containing compound",21031,22188,"GO:0070887, GO:1901700"
"query_1",TRUE,0.012095514531594,1229,9,4,0.444444444444444,0.0032546786004882,"GO:0031399","GO:BP","regulation of protein modification process",21031,7414,"GO:0036211, GO:0051246"
"query_1",TRUE,0.01236798535277,139,243,7,0.0288065843621399,0.0503597122302158,"GO:0045814","GO:BP","negative regulation of gene expression, epigenetic",21031,12032,"GO:0010629, GO:0040029"
"query_1",TRUE,0.0127078498864843,42,235,4,0.0170212765957447,0.0952380952380952,"GO:0032728","GO:BP","positive regulation of interferon-beta production",21031,8049,"GO:0032481, GO:0032608, GO:0032648"
"query_1",TRUE,0.0127078498864843,174,252,8,0.0317460317460317,0.0459770114942529,"GO:2000116","GO:BP","regulation of cysteine-type endopeptidase activity",21031,26138,"GO:0052548"
"query_1",TRUE,0.0128421644711923,26,173,3,0.0173410404624277,0.115384615384615,"GO:0032727","GO:BP","positive regulation of interferon-alpha production",21031,8048,"GO:0032481, GO:0032607, GO:0032647"
"query_1",TRUE,0.0132142968525416,1001,227,22,0.0969162995594714,0.021978021978022,"GO:0070925","GO:BP","organelle assembly",21031,16870,"GO:0006996, GO:0022607"
"query_1",TRUE,0.0132142968525416,3,9,1,0.111111111111111,0.333333333333333,"GO:0034159","GO:BP","regulation of toll-like receptor 8 signaling pathway",21031,8750,"GO:0034158, GO:0039531"
"query_1",TRUE,0.0132142968525416,3,9,1,0.111111111111111,0.333333333333333,"GO:0034161","GO:BP","positive regulation of toll-like receptor 8 signaling pathway",21031,8752,"GO:0034158, GO:0034159, GO:0062208"
"query_1",TRUE,0.0132150652033876,48,208,4,0.0192307692307692,0.0833333333333333,"GO:0061097","GO:BP","regulation of protein tyrosine kinase activity",21031,15686,"GO:0045859, GO:0050730"
"query_1",TRUE,0.0133602225201412,1777,252,36,0.142857142857143,0.020258863252673,"GO:0010647","GO:BP","positive regulation of cell communication",21031,4343,"GO:0007154, GO:0010646, GO:0048522"
"query_1",TRUE,0.0135968384305978,4,7,1,0.142857142857143,0.25,"GO:0051343","GO:BP","positive regulation of cyclic-nucleotide phosphodiesterase activity",21031,14118,"GO:0051342, GO:0051345"
"query_1",TRUE,0.0136214000698744,8,148,2,0.0135135135135135,0.25,"GO:0110025","GO:BP","DNA strand resection involved in replication fork processing",21031,19918,"GO:0006259, GO:0031297"
"query_1",TRUE,0.0136214000698744,137,252,7,0.0277777777777778,0.0510948905109489,"GO:2001235","GO:BP","positive regulation of apoptotic signaling pathway",21031,27110,"GO:0009967, GO:0043065, GO:0097190, GO:2001233"
"query_1",TRUE,0.0136734631148166,73,235,5,0.0212765957446809,0.0684931506849315,"GO:0032481","GO:BP","positive regulation of type I interferon production",21031,7864,"GO:0001819, GO:0032479, GO:0032606"
"query_1",TRUE,0.0136734631148166,219,252,9,0.0357142857142857,0.0410958904109589,"GO:0052548","GO:BP","regulation of endopeptidase activity",21031,14598,"GO:0052547"
"query_1",TRUE,0.0137317828204794,204,6,2,0.333333333333333,0.00980392156862745,"GO:0090276","GO:BP","regulation of peptide hormone secretion",21031,18695,"GO:0002791, GO:0030072, GO:0046883"
"query_1",TRUE,0.0137317828204794,281,237,10,0.0421940928270042,0.0355871886120996,"GO:0042113","GO:BP","B cell activation",21031,10316,"GO:0046649"
"query_1",TRUE,0.0137317828204794,1924,209,33,0.157894736842105,0.0171517671517672,"GO:0045184","GO:BP","establishment of protein localization",21031,11702,"GO:0008104, GO:0051234"
"query_1",TRUE,0.0137317828204794,205,6,2,0.333333333333333,0.00975609756097561,"GO:0030073","GO:BP","insulin secretion",21031,6910,"GO:0009306, GO:0030072"
"query_1",TRUE,0.0137317828204794,138,184,6,0.0326086956521739,0.0434782608695652,"GO:0046328","GO:BP","regulation of JNK cascade",21031,12460,"GO:0007254, GO:0043408"
"query_1",TRUE,0.0137317828204794,446,176,11,0.0625,0.0246636771300448,"GO:0034762","GO:BP","regulation of transmembrane transport",21031,9033,"GO:0050794, GO:0051049, GO:0055085"
"query_1",TRUE,0.0137317828204794,512,252,15,0.0595238095238095,0.029296875,"GO:0043065","GO:BP","positive regulation of apoptotic process",21031,10861,"GO:0006915, GO:0042981, GO:0043068"
"query_1",TRUE,0.0138934009056662,61,167,4,0.0239520958083832,0.0655737704918033,"GO:1901224","GO:BP","positive regulation of non-canonical NF-kappaB signal transduction",21031,21824,"GO:0038061, GO:1901222, GO:1902533"
"query_1",TRUE,0.0138934009056662,207,6,2,0.333333333333333,0.00966183574879227,"GO:0002791","GO:BP","regulation of peptide secretion",21031,1309,"GO:0002790, GO:0051046, GO:0090087"
"query_1",TRUE,0.0138934009056662,48,213,4,0.0187793427230047,0.0833333333333333,"GO:0006356","GO:BP","regulation of transcription by RNA polymerase I",21031,2156,"GO:0006355, GO:0006360"
"query_1",TRUE,0.0140257909261584,15,2,1,0.5,0.0666666666666667,"GO:0043922","GO:BP","negative regulation by host of viral transcription",21031,11215,"GO:0019083, GO:0051851"
"query_1",TRUE,0.0140597325928017,238,234,9,0.0384615384615385,0.0378151260504202,"GO:0065004","GO:BP","protein-DNA complex assembly",21031,16382,"GO:0065003, GO:0071824"
"query_1",TRUE,0.0140597325928017,209,6,2,0.333333333333333,0.00956937799043062,"GO:0090087","GO:BP","regulation of peptide transport",21031,18534,"GO:0015833, GO:0051049"
"query_1",TRUE,0.0140597325928017,2018,208,34,0.163461538461538,0.0168483647175421,"GO:0032879","GO:BP","regulation of localization",21031,8155,"GO:0050789, GO:0051179"
"query_1",TRUE,0.0140737197293838,46,102,3,0.0294117647058824,0.0652173913043478,"GO:0140894","GO:BP","endolysosomal toll-like receptor signaling pathway",21031,20492,"GO:0002753"
"query_1",TRUE,0.0140802864833911,20,240,3,0.0125,0.15,"GO:0035455","GO:BP","response to interferon-alpha",21031,9350,"GO:0034097"
"query_1",TRUE,0.0141368873626051,24,199,3,0.0150753768844221,0.125,"GO:0001779","GO:BP","natural killer cell differentiation",21031,449,"GO:0030098, GO:0030101"
"query_1",TRUE,0.0142661032216846,44,236,4,0.0169491525423729,0.0909090909090909,"GO:0010828","GO:BP","positive regulation of glucose transmembrane transport",21031,4493,"GO:0010827, GO:0034764, GO:1904659"
"query_1",TRUE,0.0143245993681061,568,206,14,0.0679611650485437,0.0246478873239437,"GO:0046700","GO:BP","heterocycle catabolic process",21031,12732,"GO:0044248, GO:0046483"
"query_1",TRUE,0.014378675830951,169,208,7,0.0336538461538462,0.0414201183431953,"GO:0060759","GO:BP","regulation of response to cytokine stimulus",21031,15400,"GO:0034097, GO:0048583"
"query_1",TRUE,0.014378675830951,20,243,3,0.0123456790123457,0.15,"GO:0007549","GO:BP","sex-chromosome dosage compensation",21031,3064,"GO:0040029"
"query_1",TRUE,0.014378675830951,57,182,4,0.021978021978022,0.0701754385964912,"GO:0072577","GO:BP","endothelial cell apoptotic process",21031,17967,"GO:1904019"
"query_1",TRUE,0.014540957031376,334,106,7,0.0660377358490566,0.0209580838323353,"GO:0006310","GO:BP","DNA recombination",21031,2138,"GO:0006259"
"query_1",TRUE,0.0148612656575554,176,148,6,0.0405405405405405,0.0340909090909091,"GO:0000724","GO:BP","double-strand break repair via homologous recombination",21031,205,"GO:0000725, GO:0006302"
"query_1",TRUE,0.0152073957809787,82,217,5,0.0230414746543779,0.0609756097560976,"GO:0045824","GO:BP","negative regulation of innate immune response",21031,12040,"GO:0002832, GO:0031348, GO:0032102, GO:0045087, GO:0045088, GO:0050777"
"query_1",TRUE,0.0154619573365003,34,37,2,0.0540540540540541,0.0588235294117647,"GO:0071425","GO:BP","hematopoietic stem cell proliferation",21031,17176,"GO:0030097, GO:0072089"
"query_1",TRUE,0.0155222302099592,8,164,2,0.0121951219512195,0.25,"GO:0010603","GO:BP","regulation of cytoplasmic mRNA processing body assembly",21031,4300,"GO:0033962, GO:1902115"
"query_1",TRUE,0.0155379542140139,371,249,12,0.0481927710843374,0.032345013477089,"GO:0050867","GO:BP","positive regulation of cell activation",21031,13750,"GO:0001775, GO:0048522, GO:0050865, GO:0051240"
"query_1",TRUE,0.0156097101215327,594,9,3,0.333333333333333,0.00505050505050505,"GO:0051338","GO:BP","regulation of transferase activity",21031,14113,"GO:0050790"
"query_1",TRUE,0.0156157747669156,32,155,3,0.0193548387096774,0.09375,"GO:0099590","GO:BP","neurotransmitter receptor internalization",21031,19705,"GO:0031503, GO:0031623"
"query_1",TRUE,0.0156157747669156,20,252,3,0.0119047619047619,0.15,"GO:0002544","GO:BP","chronic inflammatory response",21031,1072,"GO:0006954"
